accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posConditionCode,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
361725695,361725695,20000.0,14483.53,2016-02-14T13:10:08,247.84,Domino's Pizza #514430,US,US,09,fastfood,05/2029,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,5516.47,,,,08,True,,,False,False
361725695,361725695,20000.0,14235.69,2016-02-15T20:52:51,55.18,discount.com,US,US,09,online_retail,10/2022,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,5764.31,,,,01,False,,,False,False
361725695,361725695,20000.0,14180.51,2016-02-15T20:53:40,55.18,discount.com,US,US,09,online_retail,10/2022,2015-03-15,2015-03-15,409,409,7811,REVERSAL,,5819.49,,,,01,False,,,False,False
361725695,361725695,20000.0,14235.69,2016-02-16T15:28:47,58.82,sears.com,US,US,09,online_retail,05/2026,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,5764.31,,,,01,False,,,False,False
361725695,361725695,20000.0,14176.87,2016-02-16T23:05:16,78.64,Taco Bell #311677,US,US,80,fastfood,06/2030,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,5823.13,,,,01,True,,,False,False
361725695,361725695,20000.0,14098.23,2016-02-17T03:02:12,0.0,cheapfast.com,US,US,02,online_retail,02/2026,2015-03-15,2015-03-15,409,409,7811,ADDRESS_VERIFICATION,,5901.77,,,,01,False,,,False,False
361725695,361725695,20000.0,14098.23,2016-02-18T14:55:29,258.55,staples.com,US,US,02,online_retail,02/2020,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,5901.77,,,,01,False,,,False,False
361725695,361725695,20000.0,13839.68,2016-02-19T16:51:19,171.98,Domino's Pizza #868200,US,US,09,fastfood,08/2030,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,6160.32,,,,01,True,,,False,False
361725695,361725695,20000.0,13667.7,2016-02-19T19:39:28,0.27,target.com,US,US,05,online_retail,11/2031,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,6332.3,,,,01,False,,,False,False
361725695,361725695,20000.0,13667.43,2016-02-20T06:36:41,37.69,Dunkin' Donuts #201809,US,US,09,fastfood,08/2026,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,6332.57,,,,01,True,,,False,False
361725695,361725695,20000.0,13629.74,2016-02-21T11:32:46,156.33,walmart.com,US,US,09,online_retail,05/2021,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,6370.26,,,,01,False,,,False,False
361725695,361725695,20000.0,13473.41,2016-02-23T04:00:20,167.53,target.com,US,US,09,online_retail,11/2024,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,6526.59,,,,01,False,,,False,False
361725695,361725695,20000.0,13305.88,2016-02-26T23:18:47,0.0,walmart.com,US,US,02,online_retail,09/2030,2015-03-15,2015-03-15,409,409,7811,ADDRESS_VERIFICATION,,6694.12,,,,08,False,,,False,False
361725695,361725695,20000.0,13305.88,2016-02-28T14:23:09,9.09,target.com,US,US,09,online_retail,06/2020,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,6694.12,,,,08,False,,,False,False
361725695,361725695,20000.0,13321.79,2016-03-02T13:05:51,113.89,ebay.com,US,US,02,online_retail,05/2027,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,6678.21,,,,01,False,,,False,False
361725695,361725695,20000.0,13207.9,2016-03-02T16:35:44,32.72,staples.com,US,US,02,online_retail,05/2032,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,6792.1,,,,01,False,,,False,False
361725695,361725695,20000.0,13175.18,2016-03-02T20:46:17,545.27,gap.com,US,US,02,online_retail,04/2033,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,6824.82,,,,01,False,,,False,False
361725695,361725695,20000.0,12629.91,2016-03-03T15:53:23,50.38,ebay.com,US,US,05,online_retail,03/2027,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,7370.09,,,,01,False,,,False,False
361725695,361725695,20000.0,12579.53,2016-03-04T03:29:26,502.46,amazon.com,US,US,05,online_retail,07/2020,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,7420.47,,,,01,False,,,False,False
361725695,361725695,20000.0,12077.07,2016-03-04T21:33:03,14.6,sears.com,US,US,02,online_retail,03/2028,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,7922.93,,,,01,False,,,False,False
361725695,361725695,20000.0,12062.47,2016-03-06T01:21:22,3.07,In-N-Out #599151,US,US,09,fastfood,07/2023,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,7937.53,,,,01,True,,,False,False
361725695,361725695,20000.0,12059.4,2016-03-06T02:23:39,109.85,Wendys #167221,US,US,05,fastfood,02/2020,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,7940.6,,,,01,True,,,False,False
361725695,361725695,20000.0,11949.55,2016-03-07T07:36:12,254.38,walmart.com,US,US,09,online_retail,07/2020,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,8050.45,,,,01,False,,,False,False
361725695,361725695,20000.0,11695.17,2016-03-09T05:16:33,62.24,In-N-Out #569471,US,US,02,fastfood,02/2026,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,8304.83,,,,01,True,,,False,False
361725695,361725695,20000.0,11632.93,2016-03-10T16:16:32,50.6,oldnavy.com,US,US,02,online_retail,11/2030,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,8367.07,,,,01,False,,,False,False
361725695,361725695,20000.0,11582.33,2016-03-10T16:16:35,50.6,oldnavy.com,US,US,02,online_retail,11/2030,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,8417.67,,,,01,False,,,False,False
361725695,361725695,20000.0,11531.73,2016-03-11T00:37:35,78.76,discount.com,US,US,09,online_retail,07/2031,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,8468.27,,,,01,False,,,False,False
361725695,361725695,20000.0,11452.97,2016-03-12T11:10:50,48.76,sears.com,US,US,05,online_retail,04/2022,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,8547.03,,,,01,False,,,False,False
361725695,361725695,20000.0,11404.21,2016-03-13T12:23:39,88.68,target.com,US,US,02,online_retail,03/2026,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,8595.79,,,,01,False,,,False,False
361725695,361725695,20000.0,11315.53,2016-03-14T03:48:14,109.38,staples.com,US,US,09,online_retail,04/2029,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,8684.47,,,,01,False,,,False,False
361725695,361725695,20000.0,11206.15,2016-03-14T06:23:20,100.73,walmart.com,US,US,05,online_retail,07/2028,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,8793.85,,,,01,False,,,False,False
361725695,361725695,20000.0,11105.42,2016-03-15T10:47:31,5.03,staples.com,US,US,02,online_retail,08/2024,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,8894.58,,,,01,False,,,False,False
361725695,361725695,20000.0,11100.39,2016-03-15T16:07:55,42.43,alibaba.com,US,US,09,online_retail,02/2021,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,8899.61,,,,01,False,,,False,False
361725695,361725695,20000.0,11057.96,2016-03-17T03:32:25,269.22,ebay.com,US,US,05,online_retail,03/2022,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,8942.04,,,,01,False,,,False,False
361725695,361725695,20000.0,10788.74,2016-03-18T18:59:47,335.35,discount.com,US,US,05,online_retail,02/2027,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,9211.26,,,,01,False,,,False,False
361725695,361725695,20000.0,10453.39,2016-03-20T05:28:49,77.25,target.com,,US,09,online_retail,06/2028,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,9546.61,,,,08,False,,,False,False
361725695,361725695,20000.0,10376.14,2016-03-20T11:30:36,77.31,oldnavy.com,US,US,02,online_retail,02/2022,2015-03-15,2015-03-15,409,409,7811,,,9623.86,,,,01,False,,,False,False
361725695,361725695,20000.0,10298.83,2016-03-21T09:35:00,2.45,oldnavy.com,US,US,02,online_retail,01/2024,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,9701.17,,,,01,False,,,False,False
361725695,361725695,20000.0,10296.38,2016-03-21T21:02:11,177.26,Subway #674422,US,US,90,fastfood,12/2021,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,9703.62,,,,08,True,,,False,False
361725695,361725695,20000.0,10119.12,2016-03-22T01:59:05,258.01,ebay.com,US,US,02,online_retail,06/2033,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,9880.88,,,,01,False,,,False,False
361725695,361725695,20000.0,9861.11,2016-03-22T16:24:51,167.53,target.com,US,US,09,online_retail,11/2024,2015-03-15,2015-03-15,409,409,7811,REVERSAL,,10138.89,,,,01,False,,,False,False
361725695,361725695,20000.0,10028.64,2016-03-28T04:04:56,379.97,KFC #760509,US,US,05,fastfood,08/2021,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,9971.36,,,,01,True,,,False,False
361725695,361725695,20000.0,9648.67,2016-03-28T05:55:01,6.37,Play Store,US,US,09,mobileapps,03/2029,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,10351.33,,,,01,False,,,False,False
361725695,361725695,20000.0,9642.3,2016-03-30T10:56:25,78.96,Subway #321070,US,US,09,fastfood,03/2022,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,10357.7,,,,08,True,,,False,False
361725695,361725695,20000.0,9563.34,2016-03-30T19:08:08,39.33,amazon.com,US,US,09,online_retail,05/2029,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,10436.66,,,,,False,,,False,False
361725695,361725695,20000.0,9524.01,2016-03-31T01:58:16,111.72,Burger King #951050,US,US,02,fastfood,08/2027,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,10475.99,,,,01,True,,,False,False
361725695,361725695,20000.0,9412.29,2016-03-31T11:42:29,24.09,ebay.com,US,US,90,online_retail,03/2024,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,10587.71,,,,01,False,,,False,False
361725695,361725695,20000.0,9388.2,2016-03-31T12:47:25,88.45,target.com,US,US,02,online_retail,06/2024,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,10611.8,,,,01,False,,,False,False
361725695,361725695,20000.0,9299.75,2016-03-31T20:18:00,204.17,discount.com,US,US,09,online_retail,02/2030,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,10700.25,,,,01,False,,,False,False
361725695,361725695,20000.0,9120.58,2016-04-04T21:37:44,0.0,cheapfast.com,US,US,05,online_retail,03/2028,2015-03-15,2015-03-15,409,409,7811,ADDRESS_VERIFICATION,,10879.42,,,,01,False,,,False,False
361725695,361725695,20000.0,9120.58,2016-04-05T04:21:35,194.31,amazon.com,US,US,05,online_retail,06/2024,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,10879.42,,,,01,False,,,False,False
361725695,361725695,20000.0,8926.27,2016-04-08T22:42:09,269.61,gap.com,US,US,09,online_retail,07/2026,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,11073.73,,,,01,False,,,False,False
361725695,361725695,20000.0,8656.66,2016-04-09T07:11:37,231.9,ebay.com,US,US,02,online_retail,12/2021,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,11343.34,,,,01,False,,,False,False
361725695,361725695,20000.0,8424.76,2016-04-09T22:12:25,69.2,Quizno's #437708,US,US,05,fastfood,10/2022,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,11575.24,,,,01,True,,,False,False
361725695,361725695,20000.0,8355.56,2016-04-10T06:30:25,214.49,Uber,US,US,09,rideshare,03/2033,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,11644.44,,,,01,False,,,False,False
361725695,361725695,20000.0,8141.07,2016-04-10T20:56:46,120.52,amazon.com,US,US,05,online_retail,02/2033,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,11858.93,,,,01,False,,,False,False
361725695,361725695,20000.0,8020.55,2016-04-13T07:21:56,347.14,Burger King #578177,US,US,09,fastfood,07/2021,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,11979.45,,,,01,True,,,False,False
361725695,361725695,20000.0,7673.41,2016-04-14T12:59:07,312.55,oldnavy.com,US,US,05,online_retail,10/2022,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,12326.59,,,,01,False,,,False,False
361725695,361725695,20000.0,7360.86,2016-04-15T21:57:08,158.63,Subway #62915,US,US,05,fastfood,12/2020,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,12639.14,,,,01,True,,,False,False
361725695,361725695,20000.0,7202.23,2016-04-16T13:39:41,204.17,discount.com,US,US,09,online_retail,02/2030,2015-03-15,2015-03-15,409,409,7811,REVERSAL,,12797.77,,,,01,False,,,False,False
361725695,361725695,20000.0,7406.4,2016-04-16T21:33:43,94.7,gap.com,US,US,80,online_retail,11/2023,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,12593.6,,,,01,False,,,False,False
361725695,361725695,20000.0,7311.7,2016-04-19T01:36:39,215.43,ebay.com,US,US,05,online_retail,02/2025,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,12688.3,,,,01,False,,,False,False
361725695,361725695,20000.0,7096.27,2016-04-19T06:07:57,27.65,apple.com,US,US,02,online_retail,12/2025,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,12903.73,,,,08,False,,,False,False
361725695,361725695,20000.0,7068.62,2016-04-21T11:34:01,4.47,gap.com,US,US,05,online_retail,02/2028,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,12931.38,,,,01,False,,,False,False
361725695,361725695,20000.0,7064.15,2016-04-24T17:02:32,214.09,Subway #137851,US,US,09,fastfood,08/2033,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,12935.85,,,,01,True,,,False,False
361725695,361725695,20000.0,6850.06,2016-04-24T20:26:26,241.43,Wendys #14150,US,US,02,fastfood,03/2021,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,13149.94,,,,01,True,,,False,False
361725695,361725695,20000.0,6608.63,2016-04-25T23:17:30,11.73,gap.com,US,US,05,online_retail,08/2027,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,13391.37,,,,01,False,,,False,False
361725695,361725695,20000.0,6596.9,2016-04-27T05:11:51,14.23,discount.com,US,US,05,online_retail,08/2031,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,13403.1,,,,01,False,,,False,False
361725695,361725695,20000.0,6582.67,2016-04-27T12:59:12,6.37,Play Store,US,US,09,mobileapps,03/2029,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,13417.33,,,,01,False,,,False,False
361725695,361725695,20000.0,6576.3,2016-04-28T14:44:57,408.42,oldnavy.com,US,US,09,online_retail,08/2021,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,13423.7,,,,01,False,,,False,False
361725695,361725695,20000.0,6167.88,2016-04-28T20:27:57,54.1,gap.com,US,US,05,online_retail,02/2030,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,13832.12,,,,01,False,,,False,False
361725695,361725695,20000.0,6138.78,2016-05-02T06:16:16,211.19,gap.com,US,US,02,online_retail,06/2024,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,13861.22,,,,08,False,,,False,False
361725695,361725695,20000.0,5927.59,2016-05-02T10:22:06,469.83,staples.com,US,US,05,online_retail,01/2021,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,14072.41,,,,01,False,,,False,False
361725695,361725695,20000.0,5457.76,2016-05-02T14:31:54,520.82,ebay.com,US,US,09,online_retail,12/2021,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,14542.24,,,,01,False,,,False,False
361725695,361725695,20000.0,4936.94,2016-05-04T23:02:45,16.65,alibaba.com,US,US,80,online_retail,06/2033,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,15063.06,,,,01,False,,,False,False
361725695,361725695,20000.0,4920.29,2016-05-05T02:17:08,130.4,walmart.com,US,US,02,online_retail,12/2030,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,15079.71,,,,08,False,,,False,False
361725695,361725695,20000.0,4789.89,2016-05-05T06:25:58,227.36,Pizza Hut #713576,US,US,09,fastfood,06/2026,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,15210.11,,,,01,True,,,False,False
361725695,361725695,20000.0,4562.53,2016-05-05T13:05:51,80.56,apple.com,US,US,05,online_retail,09/2024,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,15437.47,,,,01,False,,,False,False
361725695,361725695,20000.0,4481.97,2016-05-05T16:09:29,103.6,sears.com,US,US,05,online_retail,04/2033,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,15518.03,,,,01,False,,,False,False
361725695,361725695,20000.0,4378.37,2016-05-05T21:00:48,1.87,gap.com,US,US,02,online_retail,04/2027,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,15621.63,,,,08,False,,,False,False
361725695,361725695,20000.0,4376.5,2016-05-07T23:52:14,624.57,ebay.com,US,US,02,online_retail,06/2023,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,15623.5,,,,08,False,,,False,False
361725695,361725695,20000.0,3751.93,2016-05-08T22:51:56,313.48,target.com,US,US,05,online_retail,02/2033,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,16248.07,,,,01,False,,,False,False
361725695,361725695,20000.0,3438.45,2016-05-09T01:46:00,27.65,apple.com,US,US,02,online_retail,12/2025,2015-03-15,2015-03-15,409,409,7811,REVERSAL,,16561.55,,,,08,False,,,False,False
361725695,361725695,20000.0,3466.1,2016-05-09T22:52:03,201.35,discount.com,US,US,05,online_retail,01/2022,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,16533.9,,,,01,False,,,False,False
361725695,361725695,20000.0,3264.75,2016-05-11T11:24:36,81.27,gap.com,US,US,80,online_retail,02/2021,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,16735.25,,,,01,False,,,False,False
361725695,361725695,20000.0,3183.48,2016-05-12T05:30:33,40.64,Shell Gas #613811,US,US,05,fuel,02/2024,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,16816.52,,,,01,True,,,False,False
361725695,361725695,20000.0,3142.84,2016-05-13T02:18:57,197.72,target.com,US,US,05,online_retail,06/2032,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,16857.16,,,,01,False,,,False,False
361725695,361725695,20000.0,2945.12,2016-05-14T22:31:07,34.85,discount.com,US,US,09,online_retail,05/2027,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,17054.88,,,,01,False,,,False,False
361725695,361725695,20000.0,2910.27,2016-05-16T16:27:47,194.7,Starbucks #605722,US,US,05,fastfood,07/2029,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,17089.73,,,,01,True,,,False,False
361725695,361725695,20000.0,2715.57,2016-05-16T16:29:08,194.7,Starbucks #605722,US,US,05,fastfood,07/2029,2015-03-15,2015-03-15,409,409,7811,REVERSAL,,17284.43,,,,01,True,,,False,False
361725695,361725695,20000.0,2910.27,2016-05-17T18:41:28,82.19,Dunkin' Donuts #795323,US,US,09,fastfood,05/2026,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,17089.73,,,,01,True,,,False,False
361725695,361725695,20000.0,2828.08,2016-05-18T00:56:09,49.78,alibaba.com,US,US,05,online_retail,12/2024,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,17171.92,,,,01,False,,,False,False
361725695,361725695,20000.0,2778.3,2016-05-18T05:42:41,232.66,target.com,US,US,05,online_retail,12/2031,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,17221.7,,,,01,False,,,False,False
361725695,361725695,20000.0,2545.64,2016-05-18T12:38:25,13.69,Popeyes #636662,US,US,05,fastfood,07/2027,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,17454.36,,,,08,True,,,False,False
361725695,361725695,20000.0,2531.95,2016-05-20T03:21:31,0.0,staples.com,US,US,09,online_retail,10/2030,2015-03-15,2015-03-15,409,409,7811,ADDRESS_VERIFICATION,,17468.05,,,,01,False,,,False,False
361725695,361725695,20000.0,2531.95,2016-05-21T00:39:36,710.23,cheapfast.com,US,US,09,online_retail,05/2029,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,17468.05,,,,01,False,,,False,False
361725695,361725695,20000.0,1821.72,2016-05-21T12:02:35,65.97,ebay.com,US,US,09,online_retail,06/2027,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,18178.28,,,,01,False,,,False,False
361725695,361725695,20000.0,1755.75,2016-05-21T16:09:20,2.73,Wendys #731740,US,US,09,fastfood,10/2024,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,18244.25,,,,01,True,,,False,False
361725695,361725695,20000.0,1753.02,2016-05-22T09:24:56,159.95,Five Guys #525896,US,US,02,fastfood,11/2023,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,18246.98,,,,01,True,,,False,False
361725695,361725695,20000.0,1593.07,2016-05-24T18:38:34,112.69,apple.com,US,US,05,online_retail,11/2032,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,18406.93,,,,01,False,,,False,False
361725695,361725695,20000.0,1480.38,2016-05-25T05:09:24,34.88,apple.com,US,US,02,online_retail,01/2021,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,18519.62,,,,01,False,,,False,False
361725695,361725695,20000.0,1445.5,2016-05-25T08:27:45,40.64,Shell Gas #613811,US,US,05,fuel,02/2024,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,18554.5,,,,01,True,,,False,False
361725695,361725695,20000.0,1404.86,2016-05-27T16:53:07,29.01,gap.com,US,US,05,online_retail,07/2023,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,18595.14,,,,01,False,,,False,False
361725695,361725695,20000.0,1375.85,2016-05-28T09:05:19,73.04,amazon.com,US,US,02,online_retail,04/2028,2015-03-15,2015-03-15,409,409,7811,PURCHASE,,18624.15,,,,01,False,,,False,False
