accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,isFraud,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posEntryMode,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch
192909192,192909192,15000.0,13768.15,2016-04-22T21:01:54,13.01,Auntie Anne's #355268,US,US,01,fastfood,11/2024,2015-02-28,2015-02-28,911,911,608,PURCHASE,False,,1231.85,,,,05,True,,,False
192909192,192909192,15000.0,13780.14,2016-05-03T17:12:30,8.48,West Elm,US,US,08,furniture,07/2027,2015-02-28,2015-02-28,978,978,3669,PURCHASE,False,,1219.86,,,,05,True,,,False
192909192,192909192,15000.0,13771.66,2016-05-11T04:49:33,65.61,amazon.com,US,US,01,online_retail,02/2023,2015-02-28,2015-02-28,978,978,3669,PURCHASE,False,,1228.34,,,,09,False,,,False
192909192,192909192,15000.0,13706.05,2016-05-16T17:16:00,481.04,ashleyfurniture.com,US,US,01,furniture,11/2029,2015-02-28,2015-02-28,978,978,3669,PURCHASE,False,,1293.95,,,,80,True,,,False
192909192,192909192,15000.0,13225.01,2016-05-28T10:18:51,65.15,Dunkin' Donuts #144232,US,US,01,fastfood,10/2024,2015-02-28,2015-02-28,978,978,3669,PURCHASE,False,,1774.99,,,,09,True,,,False
192909192,192909192,15000.0,13184.86,2016-06-12T16:41:07,53.69,williamssonoma.com,US,US,01,furniture,05/2021,2015-02-28,2015-02-28,978,978,3669,PURCHASE,False,,1815.14,,,,05,True,,,False
192909192,192909192,15000.0,13131.17,2016-06-13T03:11:46,0.0,alibaba.com,US,US,01,online_retail,05/2032,2015-02-28,2015-02-28,978,978,3669,ADDRESS_VERIFICATION,False,,1868.83,,,,09,False,,,False
192909192,192909192,15000.0,13131.17,2016-06-13T09:47:53,234.25,Burger King #497325,US,US,01,fastfood,12/2027,2015-02-28,2015-02-28,911,911,608,PURCHASE,False,,1868.83,,,,02,True,,,False
192909192,192909192,15000.0,12896.92,2016-06-17T15:03:55,32.2,ikea.com,US,US,01,furniture,05/2021,2015-02-28,2015-02-28,911,911,608,PURCHASE,False,,2103.08,,,,02,True,,,False
192909192,192909192,15000.0,12889.72,2016-07-15T19:40:56,13.83,gap.com,US,US,01,online_retail,04/2029,2015-02-28,2015-02-28,646,646,9367,PURCHASE,False,,2110.28,,,,05,False,,,False
192909192,192909192,15000.0,12875.89,2016-07-17T22:54:07,54.1,Dunkin' Donuts #921434,US,US,01,fastfood,04/2022,2015-02-28,2015-02-28,911,911,608,PURCHASE,False,,2124.11,,,,05,True,,,False
192909192,192909192,15000.0,12846.79,2016-08-12T07:01:19,65.38,Sunoco Gas #387323,US,US,01,fuel,11/2024,2015-02-28,2015-02-28,978,978,3669,PURCHASE,False,,2153.21,,,,05,True,,,False
192909192,192909192,15000.0,12781.41,2016-08-17T00:49:53,134.33,Shake Shack #195162,US,US,01,fastfood,11/2025,2015-02-28,2015-02-28,978,978,3669,PURCHASE,False,,2218.59,,,,09,True,,,False
192909192,192909192,15000.0,12647.08,2016-08-19T05:47:43,263.65,staples.com,US,US,01,online_retail,05/2027,2015-02-28,2015-02-28,646,646,9367,PURCHASE,False,,2352.92,,,,02,False,,,False
192909192,192909192,15000.0,12383.43,2016-08-23T00:47:54,100.3,oldnavy.com,US,US,01,online_retail,08/2032,2015-02-28,2015-02-28,646,646,9367,PURCHASE,False,,2616.57,,,,09,False,,,False
192909192,192909192,15000.0,12283.13,2016-08-26T21:25:40,63.98,Sunoco Gas #387323,US,US,01,fuel,11/2024,2015-02-28,2015-02-28,978,978,3669,PURCHASE,False,,2716.87,,,,05,True,,,False
192909192,192909192,15000.0,12219.15,2016-08-28T03:58:45,73.69,Domino's Pizza #620400,US,US,01,fastfood,10/2030,2015-02-28,2015-02-28,978,978,3669,PURCHASE,False,,2780.85,,,,09,True,,,False
192909192,192909192,15000.0,12145.46,2016-08-31T14:14:30,742.05,Subway #532024,US,US,01,fastfood,09/2024,2015-02-28,2015-02-28,978,978,3669,PURCHASE,False,,2854.54,,,,05,True,,,False
192909192,192909192,15000.0,11428.41,2016-09-07T04:31:24,139.38,In-N-Out #663096,US,US,08,fastfood,06/2026,2015-02-28,2015-02-28,646,646,9367,PURCHASE,False,,3571.59,,,,02,True,,,False
192909192,192909192,15000.0,11289.03,2016-09-10T20:23:54,78.15,Sunoco Gas #387323,US,US,01,fuel,11/2024,2015-02-28,2016-09-07,978,978,3669,PURCHASE,False,,3710.97,,,,05,True,,,False
192909192,192909192,15000.0,11210.88,2016-09-16T01:46:04,218.68,Tim Hortons #637576,US,US,01,fastfood,04/2023,2015-02-28,2016-09-07,978,978,3669,PURCHASE,False,,3789.12,,,,09,True,,,False
192909192,192909192,15000.0,10992.2,2016-09-19T14:43:15,13.85,Domino's Pizza #614822,US,US,01,fastfood,09/2032,2015-02-28,2016-09-07,646,646,9367,PURCHASE,False,,4007.8,,,,02,True,,,False
192909192,192909192,15000.0,10978.35,2016-09-25T05:15:07,80.51,Sunoco Gas #387323,US,US,01,fuel,11/2024,2015-02-28,2016-09-07,978,978,3669,PURCHASE,False,,4021.65,,,,05,True,,,False
192909192,192909192,15000.0,10922.84,2016-10-09T12:37:10,63.98,Sunoco Gas #387323,US,US,01,fuel,11/2024,2015-02-28,2016-09-07,978,978,3669,PURCHASE,False,,4077.16,,,,05,True,,,False
192909192,192909192,15000.0,10858.86,2016-10-18T01:37:44,49.37,sears.com,US,US,01,online_retail,06/2021,2015-02-28,2016-09-07,978,978,3669,PURCHASE,False,,4141.14,,,,05,False,,,False
192909192,192909192,15000.0,10809.49,2016-10-21T18:48:42,173.73,amazon.com,US,US,08,online_retail,02/2032,2015-02-28,2016-09-07,978,978,3669,PURCHASE,False,,4190.51,,,,05,False,,,False
192909192,192909192,15000.0,10635.76,2016-10-21T22:34:01,7.58,westelm.com,US,US,01,furniture,03/2033,2015-02-28,2016-09-07,911,911,608,PURCHASE,False,,4364.24,,,,05,True,,,False
192909192,192909192,15000.0,10628.18,2016-10-23T17:04:09,0.0,gap.com,US,US,01,online_retail,01/2024,2015-02-28,2016-09-07,911,911,608,ADDRESS_VERIFICATION,False,,4371.82,,,,09,False,,,False
192909192,192909192,15000.0,10628.18,2016-10-23T23:25:34,75.29,Sunoco Gas #387323,US,US,01,fuel,11/2024,2015-02-28,2016-09-07,978,978,3669,PURCHASE,False,,4371.82,,,,05,True,,,False
192909192,192909192,15000.0,10552.89,2016-10-28T06:51:08,335.34,Quizno's #300811,US,US,01,fastfood,02/2032,2015-02-28,2016-09-07,911,911,608,PURCHASE,False,,4447.11,,,,05,True,,,False
192909192,192909192,15000.0,10217.55,2016-10-31T16:08:46,158.91,In-N-Out #723993,US,US,01,fastfood,12/2026,2015-02-28,2016-09-07,911,911,608,PURCHASE,False,,4782.45,,,,09,True,,,False
192909192,192909192,15000.0,10083.64,2016-11-07T17:47:14,66.87,Sunoco Gas #387323,US,US,01,fuel,11/2024,2015-02-28,2016-09-07,978,978,3669,PURCHASE,False,,4916.36,,,,05,True,,,False
192909192,192909192,15000.0,10016.77,2016-11-17T20:10:14,17.75,netflix.com,US,US,01,online_subscriptions,02/2032,2015-02-28,2016-09-07,978,978,3669,PURCHASE,False,,4983.23,,,,05,False,,,False
192909192,192909192,15000.0,9999.02,2016-11-21T07:27:19,63.98,Sunoco Gas #387323,US,US,01,fuel,11/2024,2015-02-28,2016-09-07,978,978,3669,PURCHASE,False,,5000.98,,,,05,True,,,False
192909192,192909192,15000.0,9935.04,2016-11-30T14:44:43,388.31,Wendys #112329,US,US,01,fastfood,04/2021,2015-02-28,2016-09-07,646,646,9367,PURCHASE,False,,5064.96,,,,05,True,,,False
192909192,192909192,15000.0,9571.73,2016-12-01T10:18:03,85.18,gap.com,US,US,01,online_retail,04/2028,2015-02-28,2016-09-07,911,911,608,PURCHASE,False,,5428.27,,,,05,False,,,False
192909192,192909192,15000.0,9486.55,2016-12-02T08:43:27,380.09,cheapfast.com,US,US,01,online_retail,05/2023,2015-02-28,2016-09-07,978,978,3669,PURCHASE,False,,5513.45,,,,02,False,,,False
192909192,192909192,15000.0,9106.46,2016-12-05T22:46:01,63.98,Sunoco Gas #387323,US,US,01,fuel,11/2024,2015-02-28,2016-09-07,978,978,3669,PURCHASE,False,,5893.54,,,,05,True,,,False
192909192,192909192,15000.0,9042.48,2016-12-06T11:50:07,38.35,Cinnabon #124416,US,US,01,fastfood,11/2021,2015-02-28,2016-09-07,911,911,608,PURCHASE,False,,5957.52,,,,09,False,,,False
192909192,192909192,15000.0,9004.13,2016-12-06T11:51:34,38.35,Cinnabon #124416,US,US,01,fastfood,11/2021,2015-02-28,2016-09-07,911,911,608,REVERSAL,False,,5995.87,,,,09,False,,,False
192909192,192909192,15000.0,9042.48,2016-12-08T21:01:54,130.31,amazon.com,US,US,01,online_retail,04/2029,2015-02-28,2016-09-07,646,646,9367,PURCHASE,False,,5957.52,,,,02,False,,,False
192909192,192909192,15000.0,8912.17,2016-12-17T22:01:05,17.75,netflix.com,US,US,01,online_subscriptions,02/2032,2015-02-28,2016-09-07,978,978,3669,PURCHASE,False,,6087.83,,,,05,False,,,False
192909192,192909192,15000.0,8894.42,2016-12-20T22:28:12,63.98,Sunoco Gas #387323,US,US,01,fuel,11/2024,2015-02-28,2016-09-07,978,978,3669,PURCHASE,False,,6105.58,,,,05,True,,,False
