accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,merchantCountryCode,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
169845844,169845844,500.0,500.0,2016-05-06T19:45:40,29.36,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2012-08-16,703,703,3297,PURCHASE,,0.0,,,,US,US,True,,,False,False
169845844,169845844,500.0,470.64,2016-05-20T15:37:56,29.36,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2012-08-16,703,703,3297,PURCHASE,,29.36,,,,US,US,True,,,False,False
169845844,169845844,500.0,441.28,2016-05-22T04:29:01,7.12,Apple iTunes,05,01,mobileapps,06/2027,2012-08-16,2012-08-16,703,703,3297,PURCHASE,,58.72,,,,,,False,,,False,False
169845844,169845844,500.0,500.0,2016-06-02T00:22:23,15.81,Fresh Online Services,05,01,online_gifts,07/2030,2012-08-16,2012-08-16,703,703,3297,PURCHASE,,0.0,,,,US,US,False,,,False,False
169845844,169845844,500.0,484.19,2016-06-02T19:34:36,29.36,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2012-08-16,703,703,3297,PURCHASE,,15.81,,,,US,US,True,,,False,False
169845844,169845844,500.0,454.83,2016-06-17T16:17:43,37.0,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2012-08-16,703,703,3297,PURCHASE,,45.17,,,,US,US,True,,,False,False
169845844,169845844,500.0,417.83,2016-06-22T08:24:20,7.12,Apple iTunes,05,01,mobileapps,06/2027,2012-08-16,2012-08-16,703,703,3297,PURCHASE,,82.17,,,,,,False,,,False,False
169845844,169845844,500.0,500.0,2016-07-02T15:52:12,32.87,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2012-08-16,703,703,3297,PURCHASE,,0.0,,,,US,US,True,,,False,False
169845844,169845844,500.0,467.13,2016-07-15T22:48:38,29.36,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2012-08-16,703,703,3297,PURCHASE,,32.87,,,,US,US,True,,,False,False
169845844,169845844,500.0,437.77,2016-07-23T02:06:45,7.12,Apple iTunes,05,01,mobileapps,06/2027,2012-08-16,2012-08-16,703,703,3297,PURCHASE,,62.23,,,,,,False,,,False,False
169845844,169845844,500.0,430.65,2016-07-29T07:03:19,35.14,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2012-08-16,703,703,3297,PURCHASE,,69.35,,,,US,US,True,,,False,False
169845844,169845844,500.0,500.0,2016-08-10T10:18:52,45.62,Popeyes #395866,02,08,fastfood,05/2024,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,0.0,,,,US,US,True,,,False,False
169845844,169845844,500.0,454.38,2016-08-11T13:29:12,31.74,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,45.62,,,,US,US,True,,,False,False
169845844,169845844,500.0,422.64,2016-08-23T11:53:11,7.12,Apple iTunes,05,01,mobileapps,06/2027,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,77.36,,,,,,False,,,False,False
169845844,169845844,500.0,415.52,2016-08-25T22:43:22,29.36,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,84.48,,,,US,US,True,,,False,False
169845844,169845844,500.0,500.0,2016-09-08T03:41:32,36.35,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,0.0,,,,US,US,True,,,False,False
169845844,169845844,500.0,463.65,2016-09-22T23:34:50,29.36,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,36.35,,,,US,US,True,,,False,False
169845844,169845844,500.0,434.29,2016-09-24T04:06:31,7.12,Apple iTunes,05,01,mobileapps,06/2027,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,65.71,,,,,,False,,,False,False
169845844,169845844,500.0,500.0,2016-10-06T16:15:53,29.36,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,0.0,,,,US,US,True,,,False,False
169845844,169845844,500.0,470.64,2016-10-20T14:30:53,29.36,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,29.36,,,,US,US,True,,,False,False
169845844,169845844,500.0,441.28,2016-10-24T10:39:23,7.12,Apple iTunes,05,01,mobileapps,06/2027,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,58.72,,,,,,False,,,False,False
169845844,169845844,500.0,500.0,2016-11-02T18:38:54,29.36,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,0.0,,,,US,US,True,,,False,False
169845844,169845844,500.0,470.64,2016-11-10T17:46:44,337.16,Fresh eCards,09,01,online_gifts,09/2023,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,29.36,,,,US,US,False,,,False,False
169845844,169845844,500.0,133.48,2016-11-17T15:12:54,35.57,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,366.52,,,,US,US,True,,,False,False
169845844,169845844,500.0,97.91,2016-11-23T15:51:27,7.12,Apple iTunes,05,01,mobileapps,06/2027,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,402.09,,,,,,False,,,False,False
169845844,169845844,500.0,500.0,2016-12-01T05:46:36,29.36,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,0.0,,,,US,US,True,,,False,False
169845844,169845844,500.0,470.64,2016-12-14T07:27:13,29.36,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,29.36,,,,US,US,True,,,False,False
169845844,169845844,500.0,441.28,2016-12-24T21:57:06,7.12,Apple iTunes,05,01,mobileapps,06/2027,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,58.72,,,,,,False,,,False,False
169845844,169845844,500.0,434.16,2016-12-28T15:51:35,30.88,Mobil Gas #851671,09,01,fuel,10/2031,2012-08-16,2016-08-08,703,703,3297,PURCHASE,,65.84,,,,US,US,True,,,False,False
