accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,posConditionCode,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
343778742,343778742,5000.0,4101.03,2016-01-09T18:41:54,104.76,McDonalds #892016,US,US,02,fastfood,True,12/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,898.97,,,,08,,,False,False
343778742,343778742,5000.0,3996.27,2016-01-10T16:23:16,87.51,Arbys #700496,US,US,09,fastfood,True,12/2021,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1003.73,,,,01,,,False,False
343778742,343778742,5000.0,3908.76,2016-01-11T10:35:42,212.18,Quizno's #790613,US,US,05,fastfood,True,09/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1091.24,,,,01,,,False,False
343778742,343778742,5000.0,3696.58,2016-01-12T09:38:51,217.02,Popeyes #687333,US,US,05,fastfood,True,06/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1303.42,,,,01,,,False,False
343778742,343778742,5000.0,3479.56,2016-01-12T09:57:50,151.34,Taco Bell #719034,US,US,09,fastfood,True,03/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1520.44,,,,01,,,False,False
343778742,343778742,5000.0,3328.22,2016-01-12T19:54:08,27.42,Arbys #815532,US,US,80,fastfood,True,03/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1671.78,,,,01,,,False,False
343778742,343778742,5000.0,3300.8,2016-01-13T09:23:08,115.19,Hardee's #325001,US,US,05,fastfood,True,09/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1699.2,,,,01,,,False,False
343778742,343778742,5000.0,3185.61,2016-01-15T03:53:42,11.98,Domino's Pizza #514430,US,US,90,fastfood,True,12/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1814.39,,,,01,,,False,False
343778742,343778742,5000.0,3173.63,2016-01-16T05:32:10,66.24,Burger King #615369,US,US,09,fastfood,True,06/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1826.37,,,,08,,,False,False
343778742,343778742,5000.0,3107.39,2016-01-17T14:04:29,429.96,KFC #806300,US,US,02,fastfood,True,06/2023,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1892.61,,,,01,,,False,True
343778742,343778742,5000.0,2677.43,2016-01-19T09:03:02,39.73,Auntie Anne's #331165,US,US,05,fastfood,True,08/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2322.57,,,,01,,,False,False
343778742,343778742,5000.0,2637.7,2016-01-19T09:18:21,27.24,Burger King #544810,US,US,02,fastfood,True,06/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2362.3,,,,01,,,False,False
343778742,343778742,5000.0,2610.46,2016-01-19T15:42:48,121.27,KFC #04517,US,US,05,fastfood,True,08/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2389.54,,,,01,,,False,True
343778742,343778742,5000.0,2489.19,2016-01-22T11:18:17,14.35,Quizno's #819603,US,US,05,fastfood,True,06/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2510.81,,,,08,,,False,False
343778742,343778742,5000.0,2474.84,2016-01-22T13:13:03,33.58,Arbys #815532,US,US,05,fastfood,True,06/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2525.16,,,,01,,,False,False
343778742,343778742,5000.0,2441.26,2016-01-22T17:58:35,332.82,Taco Bell #102115,US,US,02,fastfood,True,03/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2558.74,,,,99,,,False,False
343778742,343778742,5000.0,2108.44,2016-01-23T15:08:17,377.61,Domino's Pizza #121350,US,US,05,fastfood,True,10/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2891.56,,,,01,,,False,False
343778742,343778742,5000.0,1730.83,2016-01-24T10:44:57,38.57,Quizno's #13537,US,US,09,fastfood,True,06/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3269.17,,,,08,,,False,False
343778742,343778742,5000.0,1692.26,2016-01-24T20:39:01,14.82,Pizza Hut #909869,US,US,09,fastfood,True,12/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3307.74,,,,08,,,False,False
343778742,343778742,5000.0,1677.44,2016-01-24T21:11:32,35.06,Dunkin' Donuts #634209,US,US,09,fastfood,True,07/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3322.56,,,,01,,,False,False
343778742,343778742,5000.0,1642.38,2016-01-24T21:36:06,202.08,Krispy Kreme #262394,US,US,02,fastfood,True,12/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3357.62,,,,01,,,False,False
343778742,343778742,5000.0,1440.3,2016-01-25T23:32:44,14.95,Subway #704348,US,US,02,fastfood,True,11/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3559.7,,,,01,,,False,False
343778742,343778742,5000.0,1425.35,2016-01-26T12:13:00,167.34,Dunkin' Donuts #237164,US,US,05,fastfood,True,12/2019,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3574.65,,,,08,,,False,False
343778742,343778742,5000.0,1258.01,2016-01-26T22:26:54,136.28,Krispy Kreme #904964,US,US,02,fastfood,True,07/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3741.99,,,,01,,,False,False
343778742,343778742,5000.0,1121.73,2016-01-28T03:56:16,0.0,Quizno's #690028,US,US,05,fastfood,False,08/2027,2014-04-25,2014-04-25,723,723,1572,ADDRESS_VERIFICATION,,3878.27,,,,01,,,False,False
343778742,343778742,5000.0,1121.73,2016-01-28T09:54:48,24.12,In-N-Out #152281,US,US,90,fastfood,True,03/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3878.27,,,,01,,,False,False
343778742,343778742,5000.0,1097.61,2016-01-28T11:32:00,19.25,Hardee's #758387,US,US,02,fastfood,True,01/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3902.39,,,,08,,,False,False
343778742,343778742,5000.0,1078.36,2016-01-29T20:24:40,80.12,Washington Times,US,US,02,subscriptions,False,07/2021,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3921.64,,,,01,,,False,False
343778742,343778742,5000.0,998.24,2016-01-31T03:44:05,40.99,Domino's Pizza #606922,US,US,09,fastfood,True,01/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4001.76,,,,08,,,False,False
343778742,343778742,5000.0,957.25,2016-01-31T20:20:50,38.24,Shake Shack #516243,US,US,80,fastfood,False,04/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4042.75,,,,08,,,False,False
343778742,343778742,5000.0,919.01,2016-01-31T22:20:34,39.63,Domino's Pizza #559084,US,US,05,fastfood,True,05/2023,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4080.99,,,,01,,,False,False
343778742,343778742,5000.0,904.38,2016-02-01T01:15:11,370.49,Quizno's #30907,US,US,09,fastfood,True,03/2028,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4095.62,,,,01,,,False,False
343778742,343778742,5000.0,533.89,2016-02-04T02:59:44,121.0,Auntie Anne's #331165,US,US,02,fastfood,True,09/2021,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4466.11,,,,01,,,False,False
343778742,343778742,5000.0,412.89,2016-02-04T15:05:29,200.57,Wendys #180622,US,US,02,fastfood,True,09/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4587.11,,,,01,,,False,False
343778742,343778742,5000.0,2559.61,2016-02-04T16:58:03,53.4,In-N-Out #663096,US,US,05,fastfood,True,11/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2440.39,,,,01,,,False,False
343778742,343778742,5000.0,2506.21,2016-02-04T20:06:04,242.46,Shake Shack #516243,US,US,02,fastfood,True,11/2023,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2493.79,,,,01,,,False,False
343778742,343778742,5000.0,2263.75,2016-02-05T22:52:00,301.41,In-N-Out #850934,PR,PR,05,fastfood,True,01/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2736.25,,,,08,,,False,False
343778742,343778742,5000.0,1962.34,2016-02-08T02:37:17,88.2,Domino's Pizza #212562,US,US,09,fastfood,True,10/2021,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3037.66,,,,01,,,False,False
343778742,343778742,5000.0,1874.14,2016-02-08T07:37:07,46.89,Quizno's #30907,US,US,09,fastfood,True,11/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3125.86,,,,01,,,False,False
343778742,343778742,5000.0,1827.25,2016-02-08T15:27:39,309.24,Quizno's #992805,US,US,02,fastfood,False,01/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3172.75,,,,01,,,False,False
343778742,343778742,5000.0,1518.01,2016-02-08T16:07:36,92.13,Auntie Anne's #15678,US,US,09,fastfood,True,10/2023,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3481.99,,,,01,,,False,False
343778742,343778742,5000.0,1425.88,2016-02-09T10:27:34,35.94,Pizza Hut #580987,US,US,09,fastfood,True,08/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3574.12,,,,01,,,False,False
343778742,343778742,5000.0,1389.94,2016-02-09T17:23:08,109.77,Washington Times,US,US,02,subscriptions,False,04/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3610.06,,,,01,,,False,False
343778742,343778742,5000.0,1280.17,2016-02-10T10:34:14,27.31,Subway #629927,US,US,02,fastfood,True,11/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3719.83,,,,01,,,False,False
343778742,343778742,5000.0,1252.86,2016-02-10T12:40:39,28.49,Burger King #185621,US,US,05,fastfood,True,04/2030,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3747.14,,,,01,,,False,False
343778742,343778742,5000.0,1224.37,2016-02-10T20:14:01,448.88,Subway #674422,US,US,09,fastfood,True,09/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3775.63,,,,01,,,False,False
343778742,343778742,5000.0,775.49,2016-02-11T04:20:58,9.44,Popeyes #978733,US,US,05,fastfood,True,09/2023,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4224.51,,,,08,,,False,False
343778742,343778742,5000.0,766.05,2016-02-12T11:01:58,35.57,Auntie Anne's #123324,US,US,05,fastfood,True,05/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4233.95,,,,01,,,False,False
343778742,343778742,5000.0,730.48,2016-02-13T01:26:12,275.08,Wendys #324387,US,US,05,fastfood,True,04/2023,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4269.52,,,,08,,,False,False
343778742,343778742,5000.0,455.4,2016-02-13T14:39:41,127.14,Dallas Journal,US,US,80,subscriptions,True,04/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4544.6,,,,01,,,False,False
343778742,343778742,5000.0,328.26,2016-02-14T04:52:18,43.33,Arbys #46046,US,US,05,fastfood,True,05/2021,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4671.74,,,,08,,,False,False
343778742,343778742,5000.0,284.93,2016-02-14T04:59:02,249.59,Hardee's #655419,US,US,05,fastfood,True,05/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4715.07,,,,01,,,False,False
343778742,343778742,5000.0,3970.86,2016-02-14T09:37:11,22.98,Tim Hortons #557632,US,US,09,fastfood,True,10/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1029.14,,,,08,,,False,False
343778742,343778742,5000.0,3947.88,2016-02-15T20:43:59,92.13,Auntie Anne's #15678,US,US,09,fastfood,True,10/2023,2014-04-25,2014-04-25,723,723,1572,REVERSAL,,1052.12,,,,01,,,False,False
343778742,343778742,5000.0,4040.01,2016-02-16T05:06:07,176.25,Quizno's #44090,US,US,09,fastfood,True,08/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,959.99,,,,08,,,False,False
343778742,343778742,5000.0,3863.76,2016-02-17T23:04:56,92.16,Burger King #316482,US,US,09,fastfood,True,10/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1136.24,,,,01,,,False,False
343778742,343778742,5000.0,3771.6,2016-02-18T07:35:32,9.63,Wendys #34268,US,US,05,fastfood,True,07/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1228.4,,,,01,,,False,False
343778742,343778742,5000.0,3761.97,2016-02-21T22:16:39,395.85,Wendys #828220,US,US,09,fastfood,True,11/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1238.03,,,,08,,,False,False
343778742,343778742,5000.0,3366.12,2016-02-23T20:41:18,219.18,Subway #944279,US,US,09,fastfood,True,07/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1633.88,,,,01,,,False,False
343778742,343778742,5000.0,3146.94,2016-02-23T22:32:58,40.89,Taco Bell #611130,US,US,,fastfood,True,09/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1853.06,,,,01,,,False,False
343778742,343778742,5000.0,3106.05,2016-02-24T06:00:43,1.5,KFC #670067,US,US,02,fastfood,True,11/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1893.95,,,,01,,,False,True
343778742,343778742,5000.0,3104.55,2016-02-25T05:07:10,28.58,Subway #255819,US,US,05,fastfood,True,05/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1895.45,,,,01,,,False,False
343778742,343778742,5000.0,3075.97,2016-02-26T06:32:19,152.73,McDonalds #46753,US,US,05,fastfood,True,05/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1924.03,,,,01,,,False,False
343778742,343778742,5000.0,2948.24,2016-03-02T03:07:10,52.8,Tim Hortons #549244,US,US,09,fastfood,True,06/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2051.76,,,,08,,,False,False
343778742,343778742,5000.0,2895.44,2016-03-04T03:31:39,201.14,Tim Hortons #911569,US,US,09,fastfood,True,07/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2104.56,,,,08,,,False,False
343778742,343778742,5000.0,2694.3,2016-03-05T12:02:36,56.92,Krispy Kreme #563567,US,US,02,fastfood,True,12/2019,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2305.7,,,,08,,,False,False
343778742,343778742,5000.0,2637.38,2016-03-07T16:05:29,41.98,Domino's Pizza #638869,US,US,05,fastfood,True,08/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2362.62,,,,01,,,False,False
343778742,343778742,5000.0,2595.4,2016-03-07T20:50:29,106.32,Hardee's #730023,US,US,05,fastfood,True,01/2028,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2404.6,,,,08,,,False,False
343778742,343778742,5000.0,2489.08,2016-03-08T08:34:29,188.03,Wendys #700865,US,US,09,fastfood,True,09/2023,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2510.92,,,,01,,,False,False
343778742,343778742,5000.0,2301.05,2016-03-08T19:19:00,35.97,McDonalds #775161,MEX,MEX,02,fastfood,True,05/2023,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2698.95,,,,01,,,False,False
343778742,343778742,5000.0,2265.08,2016-03-09T02:24:56,77.59,Dunkin' Donuts #343350,US,US,05,fastfood,True,02/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2734.92,,,,01,,,False,False
343778742,343778742,5000.0,2187.49,2016-03-09T20:35:16,1.99,Quizno's #126064,US,US,05,fastfood,True,08/2023,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2812.51,,,,01,,,False,False
343778742,343778742,5000.0,2185.5,2016-03-10T13:12:52,109.04,Burger King #884292,US,US,05,fastfood,True,01/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2814.5,,,,01,,,False,False
343778742,343778742,5000.0,2076.46,2016-03-12T02:46:15,27.92,Wendys #348172,US,US,80,fastfood,True,04/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2923.54,,,,01,,,False,False
343778742,343778742,5000.0,2048.54,2016-03-14T00:07:46,248.07,Auntie Anne's #324440,US,US,05,fastfood,True,12/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2951.46,,,,01,,,False,False
343778742,343778742,5000.0,1800.47,2016-03-15T01:12:18,49.4,In-N-Out #791113,US,US,05,fastfood,True,07/2033,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3199.53,,,,01,,,False,False
343778742,343778742,5000.0,1751.07,2016-03-16T12:15:02,168.61,KFC #644496,US,US,05,fastfood,True,08/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3248.93,,,,01,,,False,True
343778742,343778742,5000.0,1582.46,2016-03-16T14:59:21,67.73,Krispy Kreme #598874,US,US,02,fastfood,True,04/2028,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3417.54,,,,01,,,False,False
343778742,343778742,5000.0,1514.73,2016-03-17T20:52:21,278.01,Quizno's #606921,US,US,05,fastfood,False,09/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3485.27,,,,01,,,False,False
343778742,343778742,5000.0,1236.72,2016-03-18T04:20:31,405.68,Pizza Hut #829289,US,US,09,fastfood,True,06/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3763.28,,,,01,,,False,False
343778742,343778742,5000.0,831.04,2016-03-18T17:36:11,119.91,Tim Hortons #875776,US,US,05,fastfood,True,04/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4168.96,,,,01,,,False,False
343778742,343778742,5000.0,711.13,2016-03-18T21:37:28,0.0,Subway #44482,US,US,09,fastfood,False,02/2031,2014-04-25,2014-04-25,723,723,1572,ADDRESS_VERIFICATION,,4288.87,,,,01,,,False,False
343778742,343778742,5000.0,711.13,2016-03-19T03:37:39,16.81,Quizno's #19636,US,US,09,fastfood,True,07/2023,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4288.87,,,,08,,,False,False
343778742,343778742,5000.0,694.32,2016-03-19T17:12:49,4.43,Popeyes #540652,US,US,90,fastfood,True,11/2030,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4305.68,,,,01,,,False,False
343778742,343778742,5000.0,689.89,2016-03-20T02:52:53,204.0,KFC #31891,US,US,02,fastfood,True,05/2030,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4310.11,,,,01,,,False,True
343778742,343778742,5000.0,485.89,2016-03-20T21:04:25,19.34,KFC #935101,US,US,05,fastfood,True,07/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4514.11,,,,08,,,False,True
343778742,343778742,5000.0,466.55,2016-03-20T21:17:28,334.22,Dunkin' Donuts #675592,US,US,05,fastfood,True,06/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4533.45,,,,01,,,False,False
343778742,343778742,5000.0,1291.32,2016-03-21T00:57:59,75.96,Wendys #596109,US,US,05,fastfood,True,07/2028,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3708.68,,,,01,,,False,False
343778742,343778742,5000.0,1215.36,2016-03-21T22:32:03,216.39,Cinnabon #141727,US,US,02,fastfood,True,06/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3784.64,,,,08,,,False,False
343778742,343778742,5000.0,998.97,2016-03-22T01:25:31,141.45,KFC #710997,US,US,05,fastfood,True,12/2019,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4001.03,,,,01,,,False,True
343778742,343778742,5000.0,857.52,2016-03-22T11:37:18,243.3,Krispy Kreme #699812,US,US,09,fastfood,True,09/2030,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4142.48,,,,01,,,False,False
343778742,343778742,5000.0,614.22,2016-03-22T20:04:14,18.67,Arbys #356971,US,US,05,fastfood,True,11/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4385.78,,,,01,,,False,False
343778742,343778742,5000.0,595.55,2016-03-23T16:45:48,2.56,Shake Shack #20341,US,US,05,fastfood,True,03/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4404.45,,,,01,,,False,False
343778742,343778742,5000.0,592.99,2016-03-24T09:46:51,17.68,Taco Bell #376012,US,US,02,fastfood,True,11/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4407.01,,,,01,,,False,False
343778742,343778742,5000.0,575.31,2016-03-25T00:09:27,42.61,Dunkin' Donuts #144232,US,US,05,fastfood,True,09/2024,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4424.69,,,,01,,,False,False
343778742,343778742,5000.0,532.7,2016-03-25T00:24:42,86.2,McDonalds #814025,US,US,05,fastfood,True,07/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4467.3,,,,01,,,False,False
343778742,343778742,5000.0,446.5,2016-03-26T00:32:53,195.14,Shake Shack #378221,US,US,05,fastfood,True,07/2031,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4553.5,,,,08,,,False,False
343778742,343778742,5000.0,251.36,2016-03-26T08:48:35,216.39,Cinnabon #141727,US,US,02,fastfood,True,06/2032,2014-04-25,2014-04-25,723,723,1572,REVERSAL,,4748.64,,,,08,,,False,False
343778742,343778742,5000.0,467.75,2016-03-26T12:53:58,365.34,Dunkin' Donuts #55737,US,US,09,fastfood,True,10/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4532.25,,,,01,,,False,False
343778742,343778742,5000.0,3105.77,2016-03-26T12:55:20,365.34,Dunkin' Donuts #55737,US,US,09,fastfood,True,10/2027,2014-04-25,2014-04-25,723,723,1572,REVERSAL,,1894.23,,,,01,,,False,False
343778742,343778742,5000.0,3471.11,2016-03-26T20:39:45,105.23,Subway #507216,US,US,05,fastfood,True,04/2030,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1528.89,,,,01,,,False,False
343778742,343778742,5000.0,3365.88,2016-03-30T11:08:44,90.03,Hardee's #275916,US,US,09,fastfood,True,02/2030,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1634.12,,,,01,,,False,False
343778742,343778742,5000.0,3275.85,2016-03-30T17:05:15,22.42,Domino's Pizza #507648,US,US,02,fastfood,True,04/2029,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1724.15,,,,01,,,False,False
343778742,343778742,5000.0,3253.43,2016-03-31T03:11:15,129.93,Burger King #778262,US,US,05,fastfood,True,05/2020,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1746.57,,,,01,,,False,False
343778742,343778742,5000.0,3148.5,2016-04-02T02:10:59,508.76,Dunkin' Donuts #972036,US,US,05,fastfood,True,04/2025,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,1851.5,,,,01,,,False,False
343778742,343778742,5000.0,2639.74,2016-04-02T04:42:41,0.0,KFC #825946,US,US,09,fastfood,False,10/2031,2014-04-25,2014-04-25,723,723,1572,ADDRESS_VERIFICATION,,2360.26,,,,01,,,False,True
343778742,343778742,5000.0,2639.74,2016-04-03T01:42:36,225.01,In-N-Out #08453,US,US,05,fastfood,True,11/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2360.26,,,,01,,,False,False
343778742,343778742,5000.0,2414.73,2016-04-04T18:15:30,30.75,Domino's Pizza #454231,US,US,02,fastfood,True,10/2028,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2585.27,,,,01,,,False,False
343778742,343778742,5000.0,2383.98,2016-04-07T21:24:08,86.2,McDonalds #814025,US,US,05,fastfood,True,07/2025,2014-04-25,2014-04-25,723,723,1572,REVERSAL,,2616.02,,,,01,,,False,False
343778742,343778742,5000.0,2470.18,2016-04-07T21:47:24,293.32,Starbucks #587257,US,US,90,fastfood,True,03/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2529.82,,,,01,,,False,False
343778742,343778742,5000.0,2176.86,2016-04-07T21:49:24,293.32,Starbucks #587257,US,US,90,fastfood,True,03/2022,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,2823.14,,,,01,,,False,False
343778742,343778742,5000.0,1883.54,2016-04-08T20:06:44,598.95,Dunkin' Donuts #740199,US,US,09,fastfood,True,07/2021,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3116.46,,,,01,,,False,False
343778742,343778742,5000.0,1284.59,2016-04-09T15:17:24,274.56,Subway #185290,US,US,05,fastfood,True,08/2027,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3715.41,,,,08,,,False,False
343778742,343778742,5000.0,1010.03,2016-04-09T21:30:12,155.42,Dunkin' Donuts #144232,US,US,09,fastfood,True,05/2026,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,3989.97,,,,01,,,False,False
343778742,343778742,5000.0,854.61,2016-04-10T09:25:11,112.18,Subway #679940,US,US,05,fastfood,True,01/2032,2014-04-25,2014-04-25,723,723,1572,PURCHASE,,4145.39,,,,08,,,False,False
