accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,merchantCountryCode,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
665422929,665422929,7500.0,7500.0,2016-04-02T13:14:00,83.21,alibaba.com,09,01,online_retail,01/2026,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,0.0,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7416.79,2016-04-03T01:34:45,358.11,sears.com,05,01,online_retail,07/2031,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,83.21,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7058.68,2016-04-13T13:27:01,33.36,Blue Mountain Online Services,05,01,online_gifts,08/2030,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,441.32,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7025.32,2016-04-14T00:35:28,18.37,sears.com,05,01,online_retail,12/2021,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,474.68,,,,MEX,MEX,False,,,False,False
665422929,665422929,7500.0,7006.95,2016-04-16T01:13:09,194.09,Blue Mountain Online Services,05,01,online_gifts,09/2025,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,493.05,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6812.86,2016-04-21T09:52:59,5.8,staples.com,05,01,online_retail,08/2033,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,687.14,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6807.06,2016-04-24T20:17:06,27.09,gap.com,05,01,online_retail,06/2022,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,692.94,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6779.97,2016-04-25T12:10:19,585.36,Fresh Flowers,05,01,online_gifts,07/2028,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,720.03,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6194.61,2016-04-27T01:22:08,116.02,Boston Diner,05,01,food,10/2028,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1305.39,,,,US,US,True,,,False,False
665422929,665422929,7500.0,6078.59,2016-04-28T19:08:54,108.48,staples.com,02,01,online_retail,07/2024,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1421.41,,,,US,US,False,,,False,False
665422929,665422929,7500.0,5970.11,2016-04-29T13:14:35,5.48,Apple iTunes,02,01,mobileapps,06/2023,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1529.89,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7500.0,2016-05-01T11:06:46,14.64,gap.com,09,08,online_retail,06/2022,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,0.0,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7485.36,2016-05-04T23:22:56,55.18,Regal Cinemas #05791,05,01,entertainment,04/2029,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,14.64,,,,US,US,True,,,False,False
665422929,665422929,7500.0,7430.18,2016-05-08T03:02:41,66.77,alibaba.com,05,01,online_retail,07/2020,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,69.82,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7363.41,2016-05-11T00:36:11,87.21,oldnavy.com,05,01,online_retail,03/2030,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,136.59,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7276.2,2016-05-17T16:11:47,14.2,WSC #810105,09,01,health,03/2025,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,223.8,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7262.0,2016-05-30T19:36:49,5.48,Apple iTunes,02,01,mobileapps,06/2023,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,238.0,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7500.0,2016-06-01T16:17:24,72.44,walmart.com,02,01,online_retail,04/2023,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,0.0,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7427.56,2016-06-02T07:29:50,138.92,discount.com,09,01,online_retail,07/2020,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,72.44,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7288.64,2016-06-02T11:04:00,380.78,cheapfast.com,02,01,online_retail,11/2032,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,211.36,,,,US,US,False,,,False,True
665422929,665422929,7500.0,6907.86,2016-06-12T13:27:11,78.79,walmart.com,02,01,online_retail,01/2028,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,592.14,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6829.07,2016-06-12T19:41:56,26.67,amazon.com,05,08,online_retail,01/2025,2010-05-22,2010-05-22,338,358,9513,PURCHASE,,670.93,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6802.4,2016-06-20T23:30:56,67.01,Golds Gym #698832,02,01,health,12/2020,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,697.6,,,,US,US,True,,,False,False
665422929,665422929,7500.0,6735.39,2016-06-21T23:58:29,118.7,discount.com,09,01,online_retail,01/2033,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,764.61,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6616.69,2016-06-22T02:18:21,10.21,Walgreens #482304,05,08,health,06/2027,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,883.31,,,,US,US,True,,,False,False
665422929,665422929,7500.0,6606.48,2016-06-28T08:48:00,0.0,amazon.com,02,01,online_retail,01/2022,2010-05-22,2010-05-22,338,338,9513,ADDRESS_VERIFICATION,,893.52,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6606.48,2016-06-30T03:15:11,78.31,Walgreens #301459,05,01,health,10/2021,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,893.52,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6528.17,2016-06-30T12:00:39,33.57,ebay.com,02,01,online_retail,03/2027,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,971.83,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7500.0,2016-07-01T19:04:52,5.48,Apple iTunes,02,01,mobileapps,06/2023,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,0.0,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7494.52,2016-07-05T13:24:25,51.04,cheapfast.com,09,01,online_retail,10/2032,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,5.48,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7443.48,2016-07-07T20:43:23,29.44,Blue Mountain Online Services,05,08,online_gifts,07/2024,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,56.52,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7414.04,2016-07-12T12:17:13,143.43,apple.com,05,01,online_retail,06/2023,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,85.96,,,,MEX,MEX,False,,,False,False
665422929,665422929,7500.0,7270.61,2016-07-15T19:17:39,368.77,Walgreens #452136,05,08,health,02/2021,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,229.39,,,,US,US,True,,,False,False
665422929,665422929,7500.0,6901.84,2016-07-18T10:17:54,88.2,oldnavy.com,09,01,online_retail,01/2026,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,598.16,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6813.64,2016-07-20T22:01:45,79.94,Mobile eCards,09,08,online_gifts,06/2025,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,686.36,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6733.7,2016-07-23T23:16:52,13.89,AMC #79863,05,01,entertainment,05/2026,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,766.3,,,,US,US,True,,,False,False
665422929,665422929,7500.0,6719.81,2016-07-27T09:19:09,66.89,WSC #612041,02,08,health,05/2025,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,780.19,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6652.92,2016-07-30T13:55:37,189.34,Golds Gym #11912,09,01,health,05/2027,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,847.08,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7500.0,2016-08-02T02:44:48,5.48,Apple iTunes,02,01,mobileapps,06/2023,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,0.0,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7494.52,2016-08-05T16:11:53,55.37,oldnavy.com,05,01,online_retail,01/2026,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,5.48,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7439.15,2016-08-09T04:39:13,384.64,cheapfast.com,05,01,online_retail,07/2033,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,60.85,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7054.51,2016-08-10T08:22:12,34.84,Walgreens #411770,02,01,health,07/2021,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,445.49,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7019.67,2016-08-14T02:49:10,39.81,target.com,02,01,online_retail,01/2027,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,480.33,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6979.86,2016-08-20T03:13:07,206.12,target.com,05,01,online_retail,08/2025,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,520.14,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6773.74,2016-08-22T02:16:08,26.07,Regal Cinemas #276341,05,08,entertainment,03/2023,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,726.26,,,,US,US,True,,,False,False
665422929,665422929,7500.0,6747.67,2016-08-27T12:38:33,143.17,oldnavy.com,05,01,online_retail,05/2025,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,752.33,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7500.0,2016-09-01T12:46:35,94.77,gap.com,09,08,online_retail,11/2024,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,0.0,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7405.23,2016-09-01T14:58:19,5.48,Apple iTunes,02,01,mobileapps,06/2023,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,94.77,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7399.75,2016-09-01T23:06:54,16.32,EZ Putt Putt #982199,09,01,entertainment,12/2030,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,100.25,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7383.43,2016-09-06T04:59:15,451.37,Regal Cinemas #729464,02,08,entertainment,01/2027,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,116.57,,,,US,US,True,,,False,False
665422929,665422929,7500.0,6932.06,2016-09-09T19:07:08,7.56,Golds Gym #887501,05,01,health,11/2023,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,567.94,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6924.5,2016-09-13T15:05:44,82.79,staples.com,05,01,online_retail,09/2029,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,575.5,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6841.71,2016-09-16T06:44:29,554.51,apple.com,02,01,online_retail,01/2024,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,658.29,,,,MEX,MEX,False,,,False,False
665422929,665422929,7500.0,6287.2,2016-09-17T05:11:55,25.26,amazon.com,05,01,online_retail,05/2030,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1212.8,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6261.94,2016-09-17T15:47:40,120.65,apple.com,09,01,online_retail,12/2024,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1238.06,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6141.29,2016-09-18T17:20:24,74.15,amazon.com,02,01,online_retail,12/2021,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1358.71,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6067.14,2016-09-18T18:01:11,70.08,Golds Gym #11912,05,08,health,11/2030,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1432.86,,,,US,US,False,,,False,False
665422929,665422929,7500.0,5997.06,2016-09-19T03:24:49,372.13,amazon.com,09,08,online_retail,10/2026,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1502.94,,,,US,US,False,,,False,False
665422929,665422929,7500.0,5624.93,2016-09-20T01:55:56,79.77,oldnavy.com,05,01,online_retail,09/2027,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1875.07,,,,US,US,False,,,False,False
665422929,665422929,7500.0,5545.16,2016-09-25T17:03:52,172.82,target.com,02,01,online_retail,06/2028,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1954.84,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7500.0,2016-10-01T15:40:41,5.48,Apple iTunes,02,01,mobileapps,06/2023,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,0.0,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7494.52,2016-10-02T04:19:47,65.91,target.com,05,08,online_retail,02/2022,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,5.48,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7428.61,2016-10-03T06:35:12,237.47,target.com,05,01,online_retail,07/2024,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,71.39,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7191.14,2016-10-04T06:54:15,137.53,walmart.com,05,01,online_retail,10/2020,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,308.86,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7053.61,2016-10-06T09:37:10,8.8,sears.com,09,01,online_retail,03/2024,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,446.39,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7044.81,2016-10-10T14:36:49,10.01,alibaba.com,90,01,online_retail,04/2026,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,455.19,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7034.8,2016-10-14T05:07:21,0.0,ebay.com,05,01,online_retail,12/2019,2010-05-22,2010-05-22,338,338,9513,ADDRESS_VERIFICATION,,465.2,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7034.8,2016-10-16T05:22:22,510.52,discount.com,05,01,online_retail,12/2029,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,465.2,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6524.28,2016-10-17T00:58:09,66.6,oldnavy.com,09,01,online_retail,08/2027,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,975.72,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6457.68,2016-10-23T03:31:15,90.88,oldnavy.com,09,01,online_retail,07/2029,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1042.32,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6366.8,2016-10-24T14:36:54,73.56,sears.com,02,01,online_retail,02/2023,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1133.2,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7500.0,2016-11-02T13:49:52,5.48,Apple iTunes,02,01,mobileapps,06/2023,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,0.0,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7494.52,2016-11-05T14:27:48,55.33,ebay.com,09,01,online_retail,11/2027,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,5.48,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7439.19,2016-11-05T21:49:48,201.12,target.com,90,01,online_retail,02/2028,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,60.81,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7238.07,2016-11-07T04:21:38,23.95,walmart.com,05,01,online_retail,12/2032,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,261.93,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7214.12,2016-11-07T17:11:47,213.35,Quizno's #341039,02,01,fastfood,01/2026,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,285.88,,,,US,US,True,,,False,False
665422929,665422929,7500.0,7000.77,2016-11-08T07:29:38,32.97,walmart.com,09,08,online_retail,03/2029,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,499.23,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6967.8,2016-11-09T02:54:34,138.24,walmart.com,09,99,online_retail,11/2026,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,532.2,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6829.56,2016-11-13T05:42:41,131.73,Golds Gym #531833,02,01,health,09/2023,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,670.44,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6697.83,2016-11-15T07:07:50,241.21,ebay.com,02,01,online_retail,09/2022,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,802.17,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6456.62,2016-11-17T04:04:49,23.95,walmart.com,05,01,online_retail,12/2032,2010-05-22,2010-05-22,338,338,9513,REVERSAL,,1043.38,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6480.57,2016-11-17T12:58:01,47.92,discount.com,09,01,online_retail,11/2021,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1019.43,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6432.65,2016-11-18T15:48:08,0.0,Walgreens #186830,80,08,health,03/2022,2010-05-22,2010-05-22,338,338,9513,ADDRESS_VERIFICATION,,1067.35,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6432.65,2016-11-18T18:08:45,21.59,gap.com,02,01,online_retail,01/2029,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1067.35,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6411.06,2016-11-24T09:28:05,16.62,alibaba.com,05,01,online_retail,09/2027,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1088.94,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6394.44,2016-11-27T15:50:45,97.91,apple.com,05,01,online_retail,07/2022,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1105.56,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7500.0,2016-12-03T19:26:29,5.48,Apple iTunes,02,01,mobileapps,06/2023,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,0.0,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7494.52,2016-12-10T21:50:45,21.36,walmart.com,09,01,online_retail,05/2022,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,5.48,,,,US,US,False,,,False,False
665422929,665422929,7500.0,7473.16,2016-12-11T09:43:50,480.04,apple.com,05,01,online_retail,09/2031,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,26.84,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6993.12,2016-12-12T02:48:25,353.06,staples.com,09,08,online_retail,12/2027,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,506.88,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6640.06,2016-12-12T09:44:03,121.7,sears.com,09,01,online_retail,04/2029,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,859.94,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6518.36,2016-12-14T22:46:27,88.48,EZ Putt Putt #551896,02,01,entertainment,01/2029,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,981.64,,,,US,US,True,,,False,False
665422929,665422929,7500.0,6429.88,2016-12-15T04:53:04,250.73,gap.com,80,01,online_retail,11/2027,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1070.12,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6179.15,2016-12-20T03:00:59,128.3,apple.com,05,01,online_retail,07/2028,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1320.85,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6050.85,2016-12-21T14:52:00,83.53,ebay.com,05,01,online_retail,10/2025,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1449.15,,,,US,US,False,,,False,False
665422929,665422929,7500.0,5967.32,2016-12-21T22:18:55,24.88,Blue Mountain Online Services,05,01,online_gifts,04/2031,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1532.68,,,,US,US,False,,,False,False
665422929,665422929,7500.0,5942.44,2016-12-22T13:40:03,37.06,alibaba.com,05,01,online_retail,05/2032,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1557.56,,,,US,US,False,,,False,False
665422929,665422929,7500.0,5905.38,2016-12-23T00:50:29,121.7,sears.com,09,01,online_retail,04/2029,2010-05-22,2010-05-22,338,338,9513,REVERSAL,,1594.62,,,,US,US,False,,,False,False
665422929,665422929,7500.0,6027.08,2016-12-23T08:02:13,117.72,alibaba.com,05,01,online_retail,03/2028,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1472.92,,,,US,US,False,,,False,False
665422929,665422929,7500.0,5909.36,2016-12-24T06:14:18,60.91,amazon.com,05,01,online_retail,07/2027,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1590.64,,,,US,US,False,,,False,False
665422929,665422929,7500.0,5848.45,2016-12-26T15:15:57,79.36,oldnavy.com,09,01,online_retail,09/2020,2010-05-22,2010-05-22,338,338,9513,PURCHASE,,1651.55,,,,US,US,False,,,False,False
