accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,posEntryMode,posConditionCode,merchantCategoryCode,cardPresent,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,acqCountry,merchantCountryCode,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud
152409190,152409190,7500.0,5554.53,2016-01-26T05:23:36,111.41,Uber,05,01,rideshare,False,11/2024,2015-09-24,2015-09-24,194,194,7704,PURCHASE,,1945.47,,,,US,US,,,False,False
152409190,152409190,7500.0,5443.12,2016-01-26T05:23:53,111.41,Uber,05,01,rideshare,False,11/2024,2015-09-24,2015-09-24,194,194,7704,REVERSAL,,2056.88,,,,US,US,,,False,False
152409190,152409190,7500.0,5554.53,2016-01-27T03:45:55,22.69,Lyft,02,08,rideshare,False,04/2029,2015-09-24,2015-09-24,194,194,7704,PURCHASE,,1945.47,,,,US,US,,,False,False
152409190,152409190,7500.0,5531.84,2016-01-28T13:38:31,314.6,Uber,05,08,rideshare,False,04/2024,2015-09-24,2015-09-24,194,194,7704,PURCHASE,,1968.16,,,,US,US,,,False,False
152409190,152409190,7500.0,5242.24,2016-02-02T12:40:07,17.66,Uber,05,,rideshare,False,12/2028,2015-09-24,2015-09-24,194,194,7704,PURCHASE,,2257.76,,,,US,US,,,False,False
152409190,152409190,7500.0,5224.58,2016-02-07T16:39:04,327.55,Lyft,09,01,rideshare,False,06/2020,2015-09-24,2016-02-04,194,194,7704,PURCHASE,,2275.42,,,,US,US,,,False,True
152409190,152409190,7500.0,4897.03,2016-02-12T09:28:31,117.72,Uber,09,01,rideshare,False,01/2024,2015-09-24,2016-02-04,194,194,7704,PURCHASE,,2602.97,,,,US,US,,,False,False
152409190,152409190,7500.0,4779.31,2016-02-14T17:51:17,248.53,Lyft,05,01,rideshare,False,01/2032,2015-09-24,2016-02-04,194,194,7704,PURCHASE,,2720.69,,,,US,US,,,False,False
152409190,152409190,7500.0,4530.78,2016-02-17T01:45:51,9.63,34th Pub,05,01,food,True,02/2024,2015-09-24,2016-02-04,194,194,7704,PURCHASE,,2969.22,,,,US,US,,,False,False
152409190,152409190,7500.0,4521.15,2016-02-21T21:53:49,149.53,Uber,02,01,rideshare,False,12/2023,2015-09-24,2016-02-04,194,194,7704,PURCHASE,,2978.85,,,,US,US,,,False,False
152409190,152409190,7500.0,4371.62,2016-02-23T10:27:34,34.87,Uber,05,01,rideshare,False,10/2028,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3128.38,,,,US,US,,,False,False
152409190,152409190,7500.0,4336.75,2016-02-24T20:43:02,86.93,Lyft,09,01,rideshare,False,10/2024,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3163.25,,,,US,US,,,False,False
152409190,152409190,7500.0,4249.82,2016-02-25T08:12:21,23.52,Uber,05,01,rideshare,False,11/2026,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3250.18,,,,US,US,,,False,False
152409190,152409190,7500.0,4251.3,2016-03-02T23:38:55,26.25,Uber,05,01,rideshare,False,10/2026,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3248.7,,,,US,US,,,False,False
152409190,152409190,7500.0,4225.05,2016-03-08T21:43:54,87.64,Uber,05,01,rideshare,False,07/2026,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3274.95,,,,US,US,,,False,False
152409190,152409190,7500.0,4137.41,2016-03-09T01:32:01,145.45,Uber,02,01,rideshare,False,06/2026,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3362.59,,,,US,US,,,False,False
152409190,152409190,7500.0,3991.96,2016-03-09T20:39:15,320.42,Uber,05,01,rideshare,False,03/2029,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3508.04,,,,US,US,,,False,False
152409190,152409190,7500.0,3671.54,2016-03-11T16:45:37,111.88,Lyft,,01,rideshare,False,05/2024,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3828.46,,,,US,US,,,False,False
152409190,152409190,7500.0,3559.66,2016-03-13T20:23:40,494.03,Lyft,05,01,rideshare,False,02/2028,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3940.34,,,,,US,,,False,False
152409190,152409190,7500.0,3065.63,2016-03-14T23:56:36,97.39,Lyft,05,01,rideshare,False,08/2024,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,4434.37,,,,US,US,,,False,False
152409190,152409190,7500.0,2968.24,2016-03-17T20:27:03,94.91,Lyft,05,01,rideshare,False,01/2026,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,4531.76,,,,US,US,,,False,False
152409190,152409190,7500.0,2873.33,2016-03-24T00:34:30,182.7,Uber,05,01,rideshare,False,11/2023,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,4626.67,,,,US,US,,,False,False
152409190,152409190,7500.0,2690.63,2016-03-25T15:23:26,190.29,Lyft,05,08,rideshare,False,12/2031,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,4809.37,,,,US,US,,,False,False
152409190,152409190,7500.0,2500.34,2016-03-28T00:19:53,0.49,Lyft,09,08,rideshare,False,01/2030,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,4999.66,,,,US,US,,,False,False
152409190,152409190,7500.0,2524.85,2016-04-02T17:52:50,74.52,Lyft,02,01,rideshare,False,11/2021,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,4975.15,,,,US,US,,,False,False
152409190,152409190,7500.0,2450.33,2016-04-05T18:34:19,23.88,Lyft,05,08,rideshare,False,02/2020,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5049.67,,,,US,US,,,False,False
152409190,152409190,7500.0,2426.45,2016-04-06T07:38:01,0.0,Uber,09,08,rideshare,False,09/2021,2015-09-24,2016-02-22,194,194,7704,ADDRESS_VERIFICATION,,5073.55,,,,US,US,,,False,False
152409190,152409190,7500.0,2426.45,2016-04-19T20:39:59,96.45,Uber,02,01,rideshare,False,12/2023,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5073.55,,,,US,US,,,False,False
152409190,152409190,7500.0,2330.0,2016-04-19T20:41:36,96.45,Uber,02,01,rideshare,False,12/2023,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5170.0,,,,US,US,,,False,False
152409190,152409190,7500.0,2233.55,2016-04-19T20:42:33,96.45,Uber,02,01,rideshare,False,12/2023,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5266.45,,,,US,US,,,False,False
152409190,152409190,7500.0,2137.1,2016-04-22T08:02:44,671.14,Lyft,05,01,rideshare,False,11/2027,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5362.9,,,,US,US,,,False,False
152409190,152409190,7500.0,1465.96,2016-04-24T13:36:01,216.87,AMC #74121,09,01,entertainment,True,08/2024,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,6034.04,,,,US,US,,,False,False
152409190,152409190,7500.0,1249.09,2016-04-24T17:29:14,221.51,Uber,09,01,rideshare,False,09/2026,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,6250.91,,,,US,US,,,False,False
152409190,152409190,7500.0,1027.58,2016-04-25T04:37:15,260.09,Lyft,90,08,rideshare,False,09/2021,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,6472.42,,,,US,US,,,False,False
152409190,152409190,7500.0,767.49,2016-04-29T00:49:23,27.59,Lyft,02,01,rideshare,False,10/2025,2015-09-24,2016-02-22,194,196,7704,PURCHASE,,6732.51,,,,US,US,,,False,False
152409190,152409190,7500.0,739.9,2016-04-30T23:19:51,0.0,Lyft,05,01,rideshare,False,10/2029,2015-09-24,2016-02-22,194,194,7704,ADDRESS_VERIFICATION,,6760.1,,,,US,US,,,False,False
152409190,152409190,7500.0,764.9,2016-05-01T23:22:55,197.47,Uber,05,01,rideshare,False,04/2021,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,6735.1,,,,US,US,,,False,False
152409190,152409190,7500.0,567.43,2016-05-04T19:59:13,429.09,Uber,,08,rideshare,False,02/2026,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,6932.57,,,,US,US,,,False,False
152409190,152409190,7500.0,3983.59,2016-05-06T11:02:39,82.96,Lyft,05,08,rideshare,False,03/2024,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3516.41,,,,US,US,,,False,False
152409190,152409190,7500.0,3900.63,2016-05-08T15:08:31,92.93,South Steakhouse #485411,02,08,food,True,01/2020,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3599.37,,,,US,US,,,False,False
152409190,152409190,7500.0,3807.7,2016-05-10T04:58:21,13.27,Uber,09,08,rideshare,False,02/2025,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3692.3,,,,US,US,,,False,False
152409190,152409190,7500.0,3794.43,2016-05-10T06:38:55,626.55,Uber,05,01,rideshare,False,02/2020,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3705.57,,,,US,US,,,False,False
152409190,152409190,7500.0,3167.88,2016-05-12T21:29:10,237.51,Uber,05,01,rideshare,False,05/2020,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,4332.12,,,,US,US,,,False,False
152409190,152409190,7500.0,2930.37,2016-05-13T17:03:00,210.53,Uber,05,01,rideshare,False,02/2033,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,4569.63,,,,US,US,,,False,False
152409190,152409190,7500.0,2719.84,2016-05-15T23:01:31,238.51,Lyft,90,01,rideshare,False,11/2020,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,4780.16,,,,US,US,,,False,False
152409190,152409190,7500.0,2481.33,2016-05-16T17:41:51,10.22,Uber,05,01,rideshare,False,04/2032,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5018.67,,,,US,US,,,False,False
152409190,152409190,7500.0,2471.11,2016-05-16T20:48:40,21.42,Uber,05,01,rideshare,False,06/2026,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5028.89,,,,US,US,,,False,False
152409190,152409190,7500.0,2449.69,2016-05-24T03:13:49,47.35,Lyft,05,01,rideshare,False,01/2032,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5050.31,,,,US,US,,,False,False
152409190,152409190,7500.0,2402.34,2016-05-26T01:42:37,120.69,Lyft,05,01,rideshare,False,07/2030,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5097.66,,,,US,US,,,False,False
152409190,152409190,7500.0,2281.65,2016-05-30T04:33:04,75.91,Lyft,02,01,rideshare,False,10/2025,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5218.35,,,,US,US,,,False,False
152409190,152409190,7500.0,2230.74,2016-06-01T07:51:48,168.46,Lyft,05,01,rideshare,False,03/2033,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5269.26,,,,US,US,,,False,False
152409190,152409190,7500.0,2062.28,2016-06-04T22:42:56,295.76,Lyft,09,01,rideshare,False,07/2030,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5437.72,,,,US,US,,,False,False
152409190,152409190,7500.0,1766.52,2016-06-13T07:09:52,206.04,Lyft,09,01,rideshare,False,02/2020,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5733.48,,,,US,US,,,False,False
152409190,152409190,7500.0,1560.48,2016-06-13T12:23:36,63.03,Lyft,05,01,rideshare,False,03/2033,2015-09-24,2016-02-22,194,194,7704,REVERSAL,,5939.52,,,,US,US,,,False,False
152409190,152409190,7500.0,1623.51,2016-06-14T23:42:19,48.71,Lyft,02,01,rideshare,False,11/2023,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5876.49,,,,US,US,,,False,False
152409190,152409190,7500.0,1574.8,2016-06-16T16:43:45,376.58,Lyft,09,01,rideshare,False,11/2026,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5925.2,,,,US,US,,,False,False
152409190,152409190,7500.0,1198.22,2016-06-17T21:32:04,0.0,Lyft,05,08,rideshare,False,01/2020,2015-09-24,2016-02-22,194,194,7704,ADDRESS_VERIFICATION,,6301.78,,,,US,US,,,False,False
152409190,152409190,7500.0,1198.22,2016-06-20T04:57:44,6.81,Lyft,05,01,rideshare,False,09/2025,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,6301.78,,,,US,US,,,False,False
152409190,152409190,7500.0,1191.41,2016-06-21T07:04:21,376.58,Lyft,09,01,rideshare,False,11/2026,2015-09-24,2016-02-22,194,194,7704,REVERSAL,,6308.59,,,,US,US,,,False,False
152409190,152409190,7500.0,1567.99,2016-06-28T19:15:02,383.0,Lyft,09,01,rideshare,False,04/2030,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5932.01,,,,US,US,,,False,False
152409190,152409190,7500.0,1184.99,2016-06-29T11:37:12,180.07,Uber,05,01,rideshare,False,11/2025,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,6315.01,,,,US,US,,,False,False
152409190,152409190,7500.0,1029.92,2016-07-01T18:25:07,14.75,Uber,02,01,rideshare,False,01/2027,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,6470.08,,,,US,US,,,False,False
152409190,152409190,7500.0,1015.17,2016-07-02T16:02:21,54.56,Boston Fries,05,01,food,True,03/2032,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,6484.83,,,,US,US,,,False,False
152409190,152409190,7500.0,960.61,2016-07-03T07:04:01,169.25,Uber,09,01,rideshare,False,02/2024,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,6539.39,,,,US,US,,,False,False
152409190,152409190,7500.0,791.36,2016-07-10T01:48:45,286.55,Uber,05,08,rideshare,False,02/2024,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,6708.64,,,,US,US,,,False,False
152409190,152409190,7500.0,504.81,2016-07-10T10:05:11,380.22,Lyft,02,01,rideshare,False,04/2029,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,6995.19,,,,US,US,,,False,False
152409190,152409190,7500.0,6489.04,2016-07-10T20:55:31,19.96,Lyft,09,01,rideshare,False,09/2030,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,1010.96,,,,US,US,,,False,False
152409190,152409190,7500.0,6469.08,2016-07-14T01:05:58,298.51,Lyft,02,01,rideshare,False,03/2024,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,1030.92,,,,US,US,,,False,False
152409190,152409190,7500.0,6170.57,2016-07-14T10:47:22,95.53,Uber,05,01,rideshare,False,11/2029,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,1329.43,,,,US,US,,,False,False
152409190,152409190,7500.0,6075.04,2016-07-19T08:25:04,123.23,Lyft,09,01,rideshare,False,03/2032,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,1424.96,,,,US,US,,,False,False
152409190,152409190,7500.0,5951.81,2016-07-21T05:54:59,185.48,Uber,05,01,rideshare,False,01/2021,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,1548.19,,,,US,US,,,False,False
152409190,152409190,7500.0,5766.33,2016-07-21T06:26:33,43.11,Best Deli #329705,05,01,food,True,11/2025,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,1733.67,,,,US,US,,,False,False
152409190,152409190,7500.0,5723.22,2016-07-22T01:02:57,47.54,Uber,09,01,rideshare,False,03/2022,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,1776.78,,,,,US,,,False,False
152409190,152409190,7500.0,5675.68,2016-07-24T15:59:27,64.38,Lyft,90,01,rideshare,False,12/2021,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,1824.32,,,,US,US,,,False,False
152409190,152409190,7500.0,5611.3,2016-07-27T16:46:11,46.45,Uber,05,01,rideshare,False,01/2030,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,1888.7,,,,US,US,,,False,False
152409190,152409190,7500.0,5564.85,2016-07-28T08:45:40,32.0,Uber,09,08,rideshare,False,08/2020,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,1935.15,,,,US,US,,,False,False
152409190,152409190,7500.0,5532.85,2016-07-31T10:27:28,227.65,Uber,05,08,rideshare,False,08/2033,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,1967.15,,,,US,US,,,False,False
152409190,152409190,7500.0,5330.2,2016-08-09T19:40:07,274.88,Uber,05,01,rideshare,False,08/2033,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,2169.8,,,,US,US,,,False,False
152409190,152409190,7500.0,5055.32,2016-08-17T10:31:42,105.14,Lyft,02,01,rideshare,False,12/2020,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,2444.68,,,,US,US,,,False,False
152409190,152409190,7500.0,4950.18,2016-08-30T01:25:26,4.73,Lyft,05,01,rideshare,False,11/2030,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,2549.82,,,,US,US,,,False,False
152409190,152409190,7500.0,4945.45,2016-08-30T19:30:08,56.97,Lyft,05,08,rideshare,False,11/2024,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,2554.55,,,,US,US,,,False,False
152409190,152409190,7500.0,4888.48,2016-08-30T23:57:43,206.71,34th Bistro,05,08,food,True,06/2033,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,2611.52,,,,US,US,,,False,False
152409190,152409190,7500.0,4706.77,2016-09-02T02:16:45,206.15,Lyft,05,01,rideshare,False,10/2025,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,2793.23,,,,US,US,,,False,False
152409190,152409190,7500.0,4500.62,2016-09-09T02:35:31,300.33,Lyft,09,08,rideshare,False,03/2027,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,2999.38,,,,US,US,,,False,False
152409190,152409190,7500.0,4200.29,2016-09-12T04:58:09,295.4,Uber,05,01,rideshare,False,11/2031,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3299.71,,,,CAN,CAN,,,False,False
152409190,152409190,7500.0,3904.89,2016-09-17T18:30:26,47.52,Lyft,05,01,rideshare,False,05/2030,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3595.11,,,,US,US,,,False,False
152409190,152409190,7500.0,3857.37,2016-09-20T00:59:36,66.2,Uber,09,01,rideshare,False,03/2021,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3642.63,,,,US,US,,,False,False
152409190,152409190,7500.0,3791.17,2016-09-22T15:40:53,82.84,Lyft,02,08,rideshare,False,10/2029,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3708.83,,,,US,US,,,False,False
152409190,152409190,7500.0,3708.33,2016-09-23T04:16:02,177.65,Lyft,09,01,rideshare,False,05/2025,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,3791.67,,,,US,US,,,False,False
152409190,152409190,7500.0,3530.68,2016-09-23T23:39:17,14.99,Uber,09,01,rideshare,False,09/2024,2015-09-24,2016-02-22,194,114,7704,PURCHASE,,3969.32,,,,US,US,,,False,False
152409190,152409190,7500.0,3515.69,2016-09-24T16:13:31,16.34,Downtown Diner,05,01,food,True,06/2033,2015-09-24,2016-02-22,194,294,7704,PURCHASE,,3984.31,,,,US,US,,,False,False
152409190,152409190,7500.0,3499.35,2016-09-24T21:56:32,0.9,Lyft,02,01,rideshare,False,10/2023,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,4000.65,,,,US,US,,,False,False
152409190,152409190,7500.0,3498.45,2016-09-26T15:11:24,62.0,AMC #552863,05,01,entertainment,True,10/2024,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,4001.55,,,,US,US,,,False,False
152409190,152409190,7500.0,3436.45,2016-09-30T17:14:54,206.25,Uber,02,01,rideshare,False,01/2032,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,4063.55,,,,US,US,,,False,False
152409190,152409190,7500.0,3230.2,2016-09-30T20:24:58,36.03,Uber,02,01,rideshare,False,06/2028,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,4269.8,,,,US,US,,,False,False
152409190,152409190,7500.0,3219.17,2016-10-01T05:24:49,78.5,Uber,09,08,rideshare,False,10/2022,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,4280.83,,,,US,US,,,False,False
152409190,152409190,7500.0,3140.67,2016-10-03T23:38:20,683.35,Lyft,09,08,rideshare,False,12/2027,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,4359.33,,,,US,US,,,False,False
152409190,152409190,7500.0,2457.32,2016-10-05T16:14:53,6.18,Lyft,05,01,rideshare,False,09/2025,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5042.68,,,,US,US,,,False,False
152409190,152409190,7500.0,2451.14,2016-10-09T10:58:32,66.05,Texas Gas #46722,05,01,fuel,True,03/2024,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5048.86,,,,US,US,,,False,False
152409190,152409190,7500.0,2385.09,2016-10-11T03:21:34,38.92,Uber,80,08,rideshare,False,06/2032,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5114.91,,,,US,US,,,False,False
152409190,152409190,7500.0,2346.17,2016-10-16T04:09:15,8.32,Uber,09,08,rideshare,False,12/2027,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5153.83,,,,US,US,,,False,False
152409190,152409190,7500.0,2337.85,2016-10-24T05:31:51,50.84,Texas Gas #46722,05,01,fuel,True,03/2024,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5162.15,,,,US,US,,,False,False
152409190,152409190,7500.0,2287.01,2016-10-24T11:06:46,9.46,Lyft,05,01,rideshare,False,06/2031,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5212.99,,,,US,US,,,False,False
152409190,152409190,7500.0,2302.55,2016-11-01T13:13:32,396.46,Lyft,02,01,rideshare,False,09/2020,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5197.45,,,,US,US,,,False,False
152409190,152409190,7500.0,1906.09,2016-11-03T10:38:30,76.1,Lyft,09,01,rideshare,False,03/2020,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5593.91,,,,US,US,,,False,False
152409190,152409190,7500.0,1829.99,2016-11-03T12:49:46,153.21,Lyft,05,08,rideshare,False,06/2026,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5670.01,,,,US,US,,,False,False
152409190,152409190,7500.0,1676.78,2016-11-07T04:55:42,270.99,Boston Diner,09,01,food,True,01/2027,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,5823.22,,,,US,US,,,False,False
152409190,152409190,7500.0,1405.79,2016-11-07T06:29:19,50.84,Texas Gas #46722,05,01,fuel,True,03/2024,2015-09-24,2016-02-22,194,194,7704,PURCHASE,,6094.21,,,,US,US,,,False,False
152409190,152409190,7500.0,1354.95,2016-11-07T16:19:25,7.26,Lyft,05,08,rideshare,False,01/2027,2015-09-24,2016-11-07,194,195,7704,PURCHASE,,6145.05,,,,US,US,,,False,False
152409190,152409190,7500.0,1347.69,2016-11-08T01:51:54,435.85,Lyft,09,01,rideshare,False,05/2021,2015-09-24,2016-11-07,194,194,7704,PURCHASE,,6152.31,,,,US,US,,,False,False
152409190,152409190,7500.0,911.84,2016-11-11T00:01:49,27.01,Uber,09,01,rideshare,False,09/2030,2015-09-24,2016-11-07,194,194,7704,PURCHASE,,6588.16,,,,US,US,,,False,False
152409190,152409190,7500.0,884.83,2016-11-11T02:39:08,132.0,Lyft,09,01,rideshare,False,04/2033,2015-09-24,2016-11-07,194,194,7704,PURCHASE,,6615.17,,,,US,US,,,False,False
152409190,152409190,7500.0,752.83,2016-11-13T02:43:55,305.45,EZ Putt Putt #40513,05,01,entertainment,True,05/2022,2015-09-24,2016-11-07,194,194,7704,PURCHASE,,6747.17,,,,US,US,,,False,False
152409190,152409190,7500.0,447.38,2016-11-19T05:58:59,12.96,Boston Diner,09,01,food,True,06/2033,2015-09-24,2016-11-07,194,194,7704,PURCHASE,,7052.62,,,,US,US,,,False,False
152409190,152409190,7500.0,434.42,2016-11-21T22:11:54,54.52,Texas Gas #46722,05,01,fuel,True,03/2024,2015-09-24,2016-11-07,194,194,7704,PURCHASE,,7065.58,,,,US,US,,,False,False
152409190,152409190,7500.0,379.9,2016-11-23T03:40:32,40.27,Lyft,02,01,rideshare,False,07/2031,2015-09-24,2016-11-07,194,194,7704,PURCHASE,,7120.1,,,,US,US,,,False,True
152409190,152409190,7500.0,4872.92,2016-11-26T19:46:50,273.43,Uber,02,01,rideshare,False,09/2025,2015-09-24,2016-11-07,194,194,7704,PURCHASE,,2627.08,,,,US,US,,,False,False
152409190,152409190,7500.0,4599.49,2016-11-28T11:29:02,234.47,Lyft,05,01,rideshare,False,11/2028,2015-09-24,2016-11-07,194,194,7704,PURCHASE,,2900.51,,,,US,US,,,False,False
152409190,152409190,7500.0,4365.02,2016-11-29T16:48:58,531.79,Lyft,09,01,rideshare,False,06/2031,2015-09-24,2016-11-07,194,194,7704,PURCHASE,,3134.98,,,,US,US,,,False,False
152409190,152409190,7500.0,3858.23,2016-12-05T11:57:39,31.96,Uber,09,01,rideshare,False,02/2032,2015-09-24,2016-11-07,194,194,7704,PURCHASE,,3641.77,,,,US,US,,,False,False
152409190,152409190,7500.0,3826.27,2016-12-06T01:53:01,50.84,Texas Gas #46722,05,01,fuel,True,03/2024,2015-09-24,2016-11-07,194,194,7704,PURCHASE,,3673.73,,,,US,US,,,False,False
